"V1","V2"
1.3734361527717,2.49543292756275
1.69051015785494,1.85674676800759
2.15836804983239,1.45955306273362
2.43726084808468,2.14680550406745
2.14561407628281,1.0650881658212
2.20332653026763,2.09879376641686
0.951552742035692,2.48100734472636
2.05731567152557,2.0966669973331
1.90983094757859,2.04652584045825
2.08494356924438,2.28800871272155
1.08789155252613,1.8687770119218
1.67666365916858,2.19692034483095
2.4687185603645,2.26417723976274
1.88350067475702,2.37506463106156
2.41780017490873,2.07478597166606
2.22344354001328,1.73952126180921
2.02413649515597,2.040169654332
1.49275882435725,2.59650456751553
1.36316254688867,2.43842088144191
2.64529935002456,0.94954354104652
2.01023533996949,2.32544791354465
2.09198273696162,1.05476077677263
1.62015512772226,2.38749802180449
3.08559285651601,1.20740738846325
1.68824760921129,2.71449163527912
1.57124698726603,1.81724360785636
0.666957592682137,2.04683198270107
2.52676339358482,2.78140519115494
1.42643265814422,2.17361612623276
1.81448633794691,1.75865560961516
2.40208081229693,1.12851887949817
3.00912097635955,1.9898836473942
2.24173496072747,1.54297544900394
2.1248007029345,2.21405408576601
1.73314590593426,1.99435479044476
2.55209142510135,1.14919149102524
1.50682320499065,1.97189179653629
2.46687518524413,2.47275779649682
2.18061886649389,2.13982812994858
2.27990187097484,2.32991005678115
1.90673313352929,1.62613900533972
2.04618944963221,2.49999254080849
2.37534660677045,2.0934013626485
1.94316207278579,1.71115946864172
1.73069451581622,1.7775315403406
1.88441763621193,1.9821108341329
2.71873490048262,2.82266261655805
2.37306554921026,2.9964280200344
2.101936732349,1.54649772883704
1.8136550942295,1.55127113653697
1.47520618083417,1.70555295592848
2.52321868318256,1.60070798348412
2.13526956418309,2.20407645203403
1.76503107626159,1.08121000651361
2.70262543934844,1.36284907795398
1.32162739934909,1.96637989520412
1.34966732151539,2.68216009919651
1.86634335023795,1.83458126661092
1.82075404579764,1.66999541280027
2.0360750671557,1.55761025826677
2.02928945874468,0.926835164550933
3.1624063893772,2.39612546482348
2.56306463238462,2.42426508523704
2.12368818066177,1.89273733897586
2.75924341114527,1.95693896919942
2.02004187267808,1.02619315920354
2.09892481918991,1.33295742926789
1.79376843129516,2.56256863184604
2.00474928623447,2.12877318997517
1.86202047063344,1.73090654889682
1.68583067795829,1.87106215806555
1.2124480442589,1.53757892715617
0.991742341504397,1.68666775819133
1.95443366887485,1.57411220770686
1.91685195509437,2.42473548259277
1.85721239704996,1.80350041294715
1.87927813300476,1.96127222091459
2.07157306101279,2.57100738976552
2.43837003050411,2.5608414297645
2.6454703026767,3.15289933587659
1.83599041383703,2.64428661702366
1.90252856743031,2.39123452154905
1.12660305481668,0.801541371510989
2.49970651878838,2.1515673380344
2.07136272986981,1.87853591219443
2.58286814007625,1.65585080940937
2.86546336552135,3.0685542835265
1.58600421739531,2.22496379649859
1.96421899838106,2.30989943163545
2.13317112043277,1.6237092173466
2.13305982217252,1.82553097162266
2.62355839029125,1.56084207363321
2.30869402326149,1.87050484696322
2.8102713359291,1.6293125263242
2.18879956053074,2.0836785177035
2.32298100705887,2.50514617878125
2.38913025260755,2.25082606650242
2.34702078324739,1.31790205778574
1.82968139846427,1.6880653688175
2.49268753779316,1.56146129664802
-3.15081864079714,4.48544105899845
-1.64719264430912,4.57781588016543
-2.16296178420919,2.92526136013969
-1.39179905890981,3.19006129123901
-1.06161962375482,1.83828550043955
-2.30996216834149,1.85191247021539
0.606717357562759,2.88968825209665
-1.40601655707177,3.29217863004429
1.09163738180237,4.47054787486175
-1.72983244049622,2.89533635880203
-1.96366698995863,4.11744282772159
-0.304557798314956,3.84984552484294
-1.91641279044765,4.12774723710347
-0.566748049974978,4.24818533796808
-1.60148292213109,4.22699980815895
-3.08530536195296,5.56958867974517
-2.85640667197849,3.75708369608043
-2.26997483456256,5.71889621107696
-1.43106613236634,4.83161965018111
-0.1647249919029,2.75540600339642
-2.30391797454616,2.46254731832666
-0.187188404367555,3.94161200138455
0.285549641779573,2.99199762895591
-0.624172474482368,5.05795623854383
-0.390537934247042,6.3268459292172
-1.60703120529268,4.7488292322999
-1.36822735057042,2.18515198241951
-0.400911845994453,3.56553433089159
-2.32059043222374,3.2776810449589
-0.570594877327249,4.68324377533373
-1.59095295744995,6.29750101372717
-1.59336291359599,4.2728136577054
-2.7863814656636,5.71540456304439
-3.50063869950712,3.19010877438098
0.891993889984098,2.79135180445666
-0.110059218201572,4.45146770719992
-0.628254298423621,4.65175494539963
-0.942033619164308,1.9500464456108
-1.29255291063994,5.90614259581912
-0.647094678737312,4.637031308417
-1.37656109254056,4.16753075132073
-2.01200930290856,4.02001883125086
-1.48329627519845,3.20434701986055
-0.62869491149947,3.27095114713399
-1.69533799877887,4.23348421612515
-1.95151465440879,4.81135730972577
-0.53641849532907,2.88296261431395
-1.25829466433962,3.1906622048625
0.587638438473688,4.25950075253749
-2.737021444949,5.56028508672231
-0.591635547328159,4.22826518582556
-1.25563833954032,4.91627998660371
-2.01783253881724,4.80645501269687
-0.552182616921035,3.69815304111681
-0.656592718653809,4.70043384144044
-1.47501823205753,3.19065323717577
-2.85532399291687,4.32300370122673
-0.253647428887094,1.6268082725252
-0.922556084691437,3.64791480304926
-1.44813773409667,4.16935716665533
-0.309025925884739,5.35009833925495
-0.0104976684237132,5.48474261316333
-2.06559995421085,5.37336846476575
-0.00490032802529838,3.38424486613551
-0.870796925416907,2.25815978308084
-1.1588112433539,2.9930003368616
0.230337857842474,2.73912722877944
-0.585936424110448,4.01783190574402
0.40751213109462,3.52046872637452
0.640120754458121,3.47796391987221
-1.94064972796575,4.80367290760616
-0.745748244622828,2.93930974186682
-1.04790705496593,4.31406452774635
-1.80108544535276,3.28692219835332
-2.22932056523608,5.81817759021089
0.18093578134311,4.89637252773299
-1.15130316319847,4.03118267059033
-1.28308439639344,2.44704442588577
1.35441965880121,5.38692939546115
-0.880574768056989,2.92911182526538
-0.565081912314469,3.61229227210587
0.124357507314631,4.50225143261266
-2.03131162355051,3.47183415733068
-0.359556080805488,2.73785284281882
-1.01421672229962,3.28949556022162
-0.767348532248165,5.16316622389592
0.748622646583101,3.90160123283665
1.08647026731321,2.99890144090346
-1.32889793238365,2.92823758484211
-2.6836822524573,4.20640849439087
-0.338304483853662,2.80565975380255
-0.847994768747677,4.82394154395362
-1.89061167970138,5.31078584957272
-0.671829522462383,2.91114286046716
-2.01442575626644,4.69649771572447
