"x1" "x2" "y"
-0.218416084355811 0.231305735534879 1
2.44609770374308 -0.287749460726834 0
-0.924421426477351 0.0505467126475435 1
1.08147927206831 1.11310140309534 0
0.556644854918201 0.476142868318042 1
-0.493052318716086 -0.154149494283093 1
-0.155221817653619 -1.24625521510802 0
-0.942912585180315 -1.44505001521102 0
-0.731595709797399 1.62590734844956 0
-0.84188158915747 1.29708673416949 0
1.62502041577284 1.05066915036625 0
2.08867699363825 -0.524658279775918 0
-0.421843237089133 -0.48566119111313 1
1.08458817403429 0.894044598238319 0
-0.727922612315825 0.19611579443313 1
-0.3782434939289 1.04596773210736 0
-0.386438376523559 0.354909416996687 1
-0.0815840210261391 -0.832333217013619 1
0.98517242436301 -0.80508933074085 0
0.478593210496915 -0.491496008587764 1
-0.412371935723357 0.4337813892264 1
-0.722413998759074 0.477922991536792 1
1.12851221611364 1.84099393335493 0
-0.265663903881063 -0.181787714511266 1
2.22959098083688 -1.65037938635116 0
1.38147250256418 -0.0813715829170357 1
0.972295918487339 -0.612790096173029 1
-0.523900047207577 -0.430406151789648 1
0.142184120066962 -0.900647955509668 0
1.45447110656186 -0.677478714003181 0
-0.316419283992433 0.244561114705998 1
-0.647716448251277 -1.12420032108035 0
1.62279770950405 0.821425458556004 0
-1.1938499796262 -1.00920240155689 0
-0.840829113864688 1.36158240579049 0
-0.334661758777178 -0.399274824749298 1
0.787118352269301 -0.259612658478575 1
0.731394000118577 -1.54908201263671 0
0.660898256918875 -0.520826789631714 1
0.703805280955429 0.674719574579648 1
0.11361328623588 -0.999628374812539 0
-0.0956124045405009 -0.519499801477786 1
-0.652098366295908 0.429150648202225 1
0.192040242654359 -0.354819788964558 1
0.563365227860505 1.61295457000467 0
0.0768457073697175 -0.19646163898689 1
-0.528092850805754 0.522223274196776 1
1.50754297096822 -2.26151596618853 0
-1.04433881937509 0.558958416919745 1
1.59722028844401 -1.17923862529244 0
0.905023968748878 -0.109219872986951 1
0.951230915636259 -1.27243662567753 0
1.58372826125408 -0.257781976862281 1
-0.538995847698269 0.61514547879587 1
-2.10625919841721 -0.0766354738601732 0
-1.22950536420352 0.387982586031946 1
0.26166486882801 -0.114627848939873 1
-1.06067906282262 0.0774407890714771 1
0.0283444534992733 -0.444702843127428 1
-0.449092187163356 -1.09003255615835 0
-0.866587527286156 -1.22311792172659 0
0.156283118676608 -1.23889506931714 0
0.806367415139028 0.998802356969156 0
1.9602934806691 -0.436092713336638 0
0.50503113840456 -0.566539243715442 1
0.208118666128593 -0.421901759587769 1
0.44623343141249 1.44895374553061 0
-2.80151869068071 -0.41532828299782 0
-0.913502438225626 -0.843320554576297 0
-0.283963201331919 -0.974951601044492 0
0.900006421790917 -1.11759404029042 0
-0.57403112699018 2.53038135585574 0
0.536487462880927 -0.609698293811802 1
0.68120813974528 -1.90882317765161 0
0.414548960542393 0.171804237749211 1
-0.334677533910259 -1.15864040809637 0
0.536280624645059 -0.398646658799759 1
-1.21330256595351 1.74214739537014 0
1.29428754158734 0.225534836834424 1
1.11530002552718 1.1236486678581 0
2.47795124462934 0.462941592500647 0
1.30499815444485 -2.24326987198628 0
1.4313014924389 -0.0578114715584156 1
0.5959634703262 -0.0255918554691088 1
-1.35183339412559 0.840665279014985 0
-0.278344169483445 -0.503214954953809 1
-0.205234067018099 0.831459250435085 1
-0.634037602043059 -1.04043862730956 0
0.616359741808889 -0.598418459145914 1
0.100213329007555 -0.995667303290003 0
0.122532994831447 -1.18478852385118 0
1.33218452444204 0.10184211112636 1
0.709431108063664 -0.762661986145548 1
-2.41673565652961 0.411861900609565 0
-0.0270698011119875 -0.28313555535581 1
-0.145424479382809 0.0151797309045274 1
-0.710303006044136 1.57368847805794 0
0.998939863114291 0.33570958848003 1
-0.644257793835702 -0.721764689751077 1
-0.798787248458807 0.304871755032172 1
0.0467254280771354 0.875886916370982 1
1.51537209205963 1.65749620634085 0
-0.455854002615236 -1.43446178514157 0
0.517164629294287 -0.259471884629866 1
0.172643105954459 0.625610223825315 1
-0.117568932262473 -0.422541205434319 1
-0.0216996046131463 -0.961908994881894 0
0.39542615406551 1.03626054036987 0
2.12135586655304 0.698401400138466 0
1.24321695017285 0.767593685321227 0
0.88149331660324 0.54093758321113 1
0.386484497166273 0.730410351257338 1
-0.359901988549183 -1.09813927714252 0
0.115758564547068 -1.16939710331678 0
-2.25897192090406 1.52637506009159 0
-1.30417656465949 0.825759370821112 0
-0.239006621615041 -1.57503409981985 0
0.526379797456057 -1.67645693704046 0
-0.395873131351574 -2.03239953606169 0
-1.06048898224782 1.73611108599362 0
0.796617197719438 -0.688058394597861 1
-0.545800988395043 0.0278231582517572 1
-0.647789612484045 1.35298893941594 0
1.77752987721159 -1.73239994767007 0
1.54407749352018 0.255858708008622 1
0.959228404882356 1.72207913282385 0
-1.41494127889563 -1.58692325381199 0
1.16956902128338 -1.59771381892639 0
-0.242588597166847 -0.590815660604162 1
-0.366861603648375 0.101297619941775 1
2.43495015340886 0.0860268590179594 0
-1.1232378219583 -0.0846633775477095 1
1.24586590001449 -0.92267808968488 0
-0.344487233206944 0.610601159550913 1
0.409567135099233 0.315140775410646 1
0.560630770203039 0.115769097694159 1
-0.157994009822494 -0.139484869703536 1
-0.352881506597436 1.58504307318015 0
1.87172233282901 0.0326350879214386 0
0.334839480227551 -0.153947033941573 1
-2.40050710457158 -0.682004864974083 0
-1.49745502765931 -0.209437420351424 1
2.7659722119766 -0.783585819894154 0
0.546631029251461 0.055864883209504 1
0.657719055418985 -0.0638411839898327 1
-0.670299773978588 -2.56071713427169 0
-0.98595691870323 -0.60834148616436 1
-0.880923810552194 -0.14412350612251 1
1.24983542569303 -1.14267394842433 0
0.0746436770057104 0.326354393740779 1
0.938520367227229 -1.01958950982201 0
-1.24535697271641 0.63437256137548 1
-1.30895780928594 -0.37764004044798 1
0.318766126027077 0.150398087204188 1
0.294407341856211 -0.121994017702578 1
-1.61956496720232 -1.5317393367586 0
-0.368564377301899 0.527890279383251 1
0.532970883544678 0.844210863286964 1
-0.677936137855765 1.54368274742436 0
-0.253855234803358 0.394938653591767 1
-0.620884698040568 0.733915959078987 1
1.09433558543165 0.693849239322621 1
0.590696282741772 -2.04383604610004 0
-0.467126380353975 -1.13174844596329 0
1.93925495299554 0.114410259569841 0
-0.366538264984437 -1.45362754308963 0
-0.418001419201253 0.304565617381077 1
0.273094189990498 -0.944843881713115 0
1.05900192122889 -0.276159755301319 1
0.681329090293973 -2.03017398072309 0
0.120685954213464 -0.102946752317933 1
0.698238862060396 -2.54363830128513 0
0.268393414999139 -0.66070361259798 1
-0.976707158595063 1.40388427076314 0
0.119135750035207 0.683269855541326 1
-0.652869426676846 -0.968391856924386 0
-1.42657319422621 1.70756195471467 0
